,smape,smape_a,mae,R,train_smape,train_smape_a,train_mae,train_R
JK,49.05692232572115,24.528461162860577,79.88240051269531,0.07329844357020154,3.5534506484260167,1.7767253242130083,3.501366138458252,0.9929499653396694
JP,37.94459416316106,18.97229708158053,28.97344970703125,0.852400479970818,5.383721597868692,2.691860798934346,3.504286289215088,0.9780229127651905
BL,40.63813194861779,20.319065974308895,120.64000701904297,0.6577428686853282,4.176210439888535,2.0881052199442673,9.615830421447754,0.9815620588786247
VT,60.006591796875,30.0032958984375,15.316153526306152,-0.3776580417986122,4.942880902437531,2.4714404512187653,1.978206753730774,0.9385699286780035
SL,16.88025606595553,8.440128032977764,103.61326599121094,0.6449736330039466,0.8451301541064429,0.42256507705322144,4.851212024688721,0.9987214338690692
SK,29.716472919170673,14.858236459585337,28.557209014892578,0.19610671362959642,12.080335543238608,6.040167771619304,1.6765843629837036,0.9717869318486118
OP,28.516441932091347,14.258220966045673,40.98716354370117,0.8106521074321728,2.453130263198187,1.2265651315990935,2.666442394256592,0.9941393478865248
TC,134.92046649639423,67.46023324819711,7.103663444519043,-0.2772076490729982,18.74324779519843,9.371623897599216,0.15814806520938873,0.992763961272291
CT,65.33419095552885,32.66709547776443,34.807369232177734,0.33217490875707,2.6187056934407154,1.3093528467203577,2.5022168159484863,0.9951770099132591
KT,16.784226637620193,8.392113318810097,52.924476623535156,0.5863404459615097,5.146987728135717,2.5734938640678586,12.54108715057373,0.966051391848006
KC,27.160158597506012,13.580079298753006,20.40019989013672,0.6182334544207757,3.649918611817124,1.824959305908562,2.231649160385132,0.9781217362557825
TS,32.650745098407455,16.325372549203728,105.133544921875,0.5608707277322109,1.2456427896098725,0.6228213948049363,4.547754287719727,0.9986130188340174
PD,83.82765549879808,41.91382774939904,85.47982788085938,0.5086598948176639,13.414313219622734,6.707156609811367,4.234088897705078,0.9900203131524353
