판매수량
8.0
15.0
9.0
9.0
8.0
32.0
15.0
11.0
55.0
34.0
58.0
107.0
170.0
141.0
252.0
175.0
341.0
434.0
386.0
408.0
407.0
360.0
302.0
357.0
319.0
326.0
502.0
359.0
384.0
293.0
394.0
333.0
359.0
418.0
277.0
277.0
179.0
207.0
118.0
135.0
121.0
81.0
49.0
49.0
46.0
26.0
28.0
18.0
27.0
16.0
17.0
12.0
15.0
7.0
12.0
9.0
15.0
23.0
38.0
73.0
79.0
107.0
144.0
212.0
229.0
246.0
255.0
339.0
304.0
322.0
344.0
347.0
495.0
469.0
379.0
487.0
532.0
531.0
517.0
539.0
561.0
545.0
577.0
466.0
480.0
441.0
457.0
350.0
356.0
208.0
379.0
254.0
216.0
126.0
113.0
75.0
41.0
58.0
55.0
32.0
28.0
28.0
46.0
48.0
50.0
51.0
36.0
122.0
57.0
88.0
163.0
289.0
193.0
505.0
410.0
468.0
669.0
480.0
763.0
836.0
595.0
864.0
514.0
639.0
755.0
727.0
702.0
702.0
1099.0
1002.0
1014.0
1013.0
1183.0
1011.0
842.0
698.0
729.0
513.0
614.0
615.0
660.0
485.0
460.0
372.0
172.0
240.0
247.0
135.0
132.0
65.0
52.0
19.0
25.0
25.0
3.0
38.0
20.0
45.0
95.0
129.0
131.0
235.0
139.0
106.0
269.0
319.0
442.0
606.0
544.0
694.0
656.0
783.0
759.0
687.0
646.0
741.0
822.0
812.0
803.0
737.0
1082.0
1056.0
1031.0
989.0
1058.0
1146.0
1035.0
913.0
830.0
1025.0
798.0
823.0
672.0
799.0
525.0
435.0
644.0
268.0
221.0
144.0
126.0
130.0
59.0
28.0
42.0
27.0
26.0
30.0
29.0
24.0
40.0
68.0
100.0
104.0
92.0
166.0
221.0
347.0
412.0
595.0
577.0
711.0
536.0
650.0
752.0
786.0
675.0
895.0
873.0
930.0
812.0
853.0
1091.0
1040.0
914.0
1047.0
1071.0
962.0
851.0
733.0
716.0
739.0
614.0
792.0
721.0
500.0
608.0
630.0
743.0
409.0
453.0
302.0
219.0
251.0
87.0
109.0
108.0
82.0
61.0
77.0
93.0
44.0
62.0
55.0
65.0
127.0
264.0
266.0
206.0
142.0
232.0
238.0
228.0
277.0
271.0
308.0
361.0
462.0
503.0
742.0
631.0
821.0
519.0
700.0
649.0
523.0
935.0
636.0
686.0
586.0
534.0
601.0
454.0
524.0
494.0
510.0
429.0
485.0
450.0
555.0
210.0
303.0
226.0
152.0
129.0
86.0
77.0
57.0
58.0
48.0
58.0
26.0
34.0
26.0
98.0
59.0
102.0
150.0
219.0
166.0
212.0
339.0
451.0
497.0
590.0
502.0
534.0
539.0
554.0
741.0
592.0
626.0
597.0
873.0
724.0
817.0
695.0
753.0
769.0
795.0
717.0
624.0
657.0
622.0
442.0
470.0
417.0
501.0
553.0
403.0
331.0
333.0
418.0
383.0
240.0
108.0
120.0
14.0
77.0
73.0
38.0
32.0
43.0
41.0
83.0
162.0
