판매수량
5.0
42.0
25.0
32.0
35.0
18.0
34.0
25.0
43.0
35.0
63.0
50.0
55.0
45.0
43.0
25.0
33.0
31.0
14.0
30.0
23.0
15.0
2.0
10.0
8.0
7.0
19.0
19.0
12.0
13.0
8.0
12.0
10.0
14.0
25.0
42.0
41.0
74.0
67.0
80.0
82.0
76.0
76.0
70.0
73.0
64.0
82.0
53.0
48.0
47.0
35.0
28.0
18.0
48.0
42.0
45.0
67.0
56.0
47.0
45.0
50.0
64.0
65.0
76.0
71.0
51.0
39.0
44.0
34.0
55.0
22.0
23.0
27.0
39.0
17.0
24.0
31.0
21.0
40.0
23.0
21.0
40.0
28.0
32.0
37.0
39.0
48.0
65.0
68.0
40.0
100.0
93.0
116.0
169.0
137.0
134.0
98.0
68.0
68.0
32.0
35.0
47.0
37.0
58.0
30.0
47.0
38.0
59.0
31.0
72.0
78.0
57.0
63.0
89.0
62.0
83.0
102.0
77.0
80.0
96.0
92.0
114.0
97.0
94.0
80.0
118.0
115.0
91.0
111.0
65.0
69.0
73.0
114.0
76.0
95.0
79.0
74.0
79.0
101.0
66.0
156.0
115.0
147.0
135.0
99.0
132.0
116.0
131.0
62.0
60.0
33.0
35.0
30.0
24.0
17.0
60.0
40.0
23.0
48.0
66.0
41.0
58.0
51.0
26.0
57.0
75.0
62.0
57.0
40.0
67.0
35.0
67.0
43.0
54.0
80.0
107.0
142.0
111.0
94.0
77.0
111.0
94.0
82.0
70.0
89.0
57.0
57.0
65.0
61.0
82.0
106.0
85.0
69.0
105.0
80.0
97.0
239.0
98.0
96.0
70.0
107.0
118.0
60.0
50.0
33.0
16.0
50.0
55.0
29.0
24.0
32.0
46.0
51.0
59.0
46.0
79.0
105.0
92.0
113.0
109.0
129.0
114.0
97.0
97.0
79.0
61.0
55.0
65.0
82.0
126.0
115.0
106.0
124.0
128.0
99.0
96.0
90.0
75.0
99.0
64.0
53.0
66.0
63.0
70.0
33.0
43.0
85.0
89.0
148.0
81.0
133.0
109.0
103.0
168.0
50.0
59.0
37.0
48.0
31.0
54.0
65.0
41.0
58.0
64.0
45.0
46.0
67.0
57.0
39.0
26.0
24.0
24.0
19.0
28.0
25.0
39.0
27.0
22.0
36.0
41.0
92.0
102.0
71.0
86.0
53.0
53.0
97.0
91.0
71.0
61.0
47.0
57.0
59.0
39.0
53.0
43.0
42.0
37.0
71.0
106.0
47.0
90.0
112.0
108.0
109.0
82.0
39.0
43.0
37.0
26.0
48.0
21.0
31.0
18.0
29.0
28.0
45.0
70.0
80.0
49.0
66.0
67.0
75.0
73.0
93.0
70.0
43.0
51.0
68.0
52.0
66.0
100.0
103.0
109.0
107.0
101.0
84.0
86.0
95.0
62.0
81.0
46.0
45.0
36.0
31.0
53.0
58.0
59.0
76.0
113.0
112.0
110.0
148.0
117.0
117.0
144.0
87.0
61.0
47.0
60.0
37.0
27.0
30.0
22.0
29.0
49.0
