판매수량
47.0
84.0
93.0
102.0
73.0
60.0
60.0
36.0
70.0
70.0
59.0
21.0
13.0
7.0
7.0
15.0
10.0
20.0
2.0
11.0
5.0
7.0
0.0
9.0
3.0
4.0
14.0
7.0
19.0
7.0
16.0
7.0
15.0
10.0
8.0
2.0
34.0
4.0
11.0
7.0
24.0
19.0
19.0
25.0
70.0
50.0
55.0
66.0
100.0
47.0
42.0
25.0
26.0
135.0
322.0
216.0
220.0
168.0
105.0
103.0
126.0
94.0
69.0
51.0
10.0
21.0
4.0
3.0
4.0
3.0
4.0
2.0
0.0
0.0
1.0
1.0
4.0
7.0
9.0
5.0
4.0
11.0
3.0
-1.0
4.0
-1.0
5.0
3.0
2.0
-1.0
8.0
3.0
26.0
46.0
52.0
65.0
149.0
128.0
93.0
112.0
145.0
139.0
123.0
108.0
82.0
89.0
119.0
200.0
116.0
240.0
356.0
451.0
511.0
312.0
302.0
371.0
135.0
162.0
55.0
73.0
16.0
43.0
7.0
18.0
19.0
4.0
14.0
18.0
15.0
17.0
13.0
9.0
6.0
3.0
35.0
5.0
5.0
4.0
12.0
37.0
7.0
14.0
36.0
30.0
42.0
111.0
129.0
166.0
214.0
293.0
241.0
287.0
292.0
313.0
270.0
264.0
207.0
171.0
170.0
167.0
154.0
217.0
239.0
101.0
171.0
95.0
84.0
63.0
42.0
5.0
12.0
12.0
2.0
12.0
-1.0
7.0
2.0
12.0
0.0
6.0
1.0
0.0
1.0
2.0
1.0
9.0
5.0
35.0
18.0
25.0
21.0
53.0
26.0
14.0
25.0
41.0
44.0
78.0
91.0
94.0
127.0
134.0
98.0
157.0
178.0
206.0
516.0
311.0
326.0
377.0
229.0
181.0
151.0
132.0
83.0
178.0
107.0
60.0
24.0
53.0
39.0
20.0
20.0
19.0
16.0
4.0
8.0
0.0
3.0
4.0
0.0
0.0
1.0
1.0
1.0
0.0
2.0
1.0
1.0
1.0
0.0
2.0
0.0
1.0
2.0
0.0
4.0
24.0
105.0
25.0
43.0
61.0
71.0
178.0
133.0
222.0
187.0
259.0
170.0
167.0
140.0
102.0
117.0
117.0
100.0
289.0
231.0
271.0
181.0
71.0
73.0
83.0
66.0
58.0
64.0
54.0
36.0
40.0
44.0
18.0
13.0
1.0
5.0
6.0
5.0
-1.0
1.0
4.0
10.0
42.0
14.0
25.0
11.0
9.0
4.0
8.0
3.0
12.0
22.0
41.0
106.0
320.0
373.0
510.0
571.0
598.0
385.0
301.0
279.0
264.0
209.0
193.0
188.0
160.0
183.0
216.0
200.0
231.0
199.0
103.0
192.0
174.0
189.0
144.0
119.0
85.0
67.0
43.0
27.0
14.0
10.0
5.0
6.0
1.0
7.0
3.0
1.0
0.0
10.0
4.0
5.0
13.0
2.0
6.0
2.0
2.0
0.0
0.0
18.0
54.0
40.0
52.0
71.0
144.0
272.0
655.0
604.0
586.0
691.0
677.0
620.0
502.0
444.0
420.0
331.0
295.0
